chunk_index,entry_threshold,exit_threshold,total_return_pct,avg_return_pct,num_trades,timestamp
1,4.0,-3.7999999970197678,0.0,0.0,0,2021-01-05 00:02:26
2,4.0,-3.5999999940395355,0.0,0.0,0,2021-01-05 00:05:26
3,4.0,-3.663434609770775,-0.02,-0.02,1,2021-01-05 00:07:54
4,3.7999999970197678,-3.863434612751007,0.0,0.0,0,2021-01-05 00:10:54
5,3.5999999940395355,-4.0,0.0,0.0,0,2021-01-05 00:12:40
6,3.3999999910593033,-3.7999999970197678,0.0,0.0,0,2021-01-05 00:15:38
7,3.5999999940395355,-3.5999999940395355,0.0,0.0,0,2021-01-05 00:18:17
8,3.3999999910593033,-3.7999999970197678,0.0,0.0,0,2021-01-05 00:22:53
9,3.199999988079071,-3.5999999940395355,0.0,0.0,0,2021-01-05 00:26:56
10,2.999999985098839,-3.639086365699768,0.0,0.0,0,2021-01-05 00:32:16
11,2.807164177298546,-3.439086362719536,0.0,0.0,0,2021-01-05 00:34:02
12,2.6071641743183136,-3.2390863597393036,0.0,0.0,0,2021-01-05 00:36:11
13,2.4071641713380814,-3.439086362719536,0.0,0.0,0,2021-01-05 00:38:16
14,2.207164168357849,-3.249481350183487,0.0,0.0,0,2021-01-05 00:40:19
15,2.4071641713380814,-3.0494813472032547,0.0,0.0,0,2021-01-05 00:44:01
16,2.207164168357849,-3.222624897956848,0.0,0.0,0,2021-01-05 00:46:40
17,2.007164165377617,-3.022624894976616,0.0,0.0,0,2021-01-05 00:50:49
18,1.8071641623973846,-3.222624897956848,0.0,0.0,0,2021-01-05 00:53:36
19,2.007164165377617,-3.4226249009370804,0.0,0.0,0,2021-01-05 00:57:46
20,2.207164168357849,-3.222624897956848,0.0,0.0,0,2021-01-05 01:00:42
21,2.4071641713380814,-3.4226249009370804,0.0,0.0,0,2021-01-05 01:04:16
22,2.348716676235199,-3.222624897956848,0.0,0.0,0,2021-01-05 01:09:17
23,2.1487166732549667,-3.4226249009370804,0.0,0.0,0,2021-01-05 01:13:13
24,2.348716676235199,-3.222624897956848,0.0,0.0,0,2021-01-05 01:18:20
25,2.4454779624938965,-3.4226249009370804,0.0,0.0,0,2021-01-05 01:23:20
26,2.6454779654741287,-3.6226249039173126,0.0,0.0,0,2021-01-05 01:30:12
27,2.4454779624938965,-3.431728944182396,0.0,0.0,0,2021-01-05 01:34:27
28,2.2454779595136642,-3.5080352276563644,0.0,0.0,0,2021-01-05 01:38:33
29,2.4454779624938965,-3.308035224676132,0.0,0.0,0,2021-01-05 01:45:01
30,2.6454779654741287,-3.289449965581298,0.0,0.0,0,2021-01-05 01:50:31
31,2.845477968454361,-3.48944996856153,0.0,0.0,0,2021-01-05 01:57:15
32,3.045477971434593,-3.289449965581298,0.0,0.0,0,2021-01-05 02:01:23
33,2.845477968454361,-3.0894499626010656,0.0,0.0,0,2021-01-05 02:08:04
34,3.045477971434593,-3.2138831671327353,0.0,0.0,0,2021-01-05 02:15:27
35,2.880435988306999,-3.4138831701129675,0.0,0.0,0,2021-01-05 02:21:51
36,2.680435985326767,-3.2138831671327353,0.0,0.0,0,2021-01-05 02:27:48
37,2.880435988306999,-3.243923170492053,0.0,0.0,0,2021-01-05 02:34:05
38,2.680435985326767,-3.043923167511821,0.0,0.0,0,2021-01-05 02:40:01
39,2.880435988306999,-2.8439231645315886,0.0,0.0,0,2021-01-05 02:46:43
40,2.680435985326767,-2.958496129140258,0.0,0.0,0,2021-01-05 02:53:14
41,2.4804359823465347,-2.7584961261600256,0.0,0.0,0,2021-01-05 03:01:14
42,2.2804359793663025,-2.958496129140258,0.0,0.0,0,2021-01-05 03:10:39
43,2.0804359763860703,-2.7584961261600256,0.0,0.0,0,2021-01-05 03:20:30
44,1.880435973405838,-2.5584961231797934,0.0,0.0,0,2021-01-05 03:24:20
45,1.9172631204128265,-2.372228553518653,0.0,0.0,0,2021-01-05 03:26:19
46,2.1172631233930588,-2.1722285505384207,0.0,0.0,0,2021-01-05 03:28:03
47,2.317263126373291,-1.9722285475581884,0.0,0.0,0,2021-01-05 03:29:47
48,2.1445202380418777,-1.7722285445779562,0.0,0.0,0,2021-01-05 03:32:19
49,1.9445202350616455,-1.572228541597724,0.0,0.0,0,2021-01-05 03:36:12
50,1.7445202320814133,-1.7722285445779562,0.0,0.0,0,2021-01-05 03:40:55
51,1.9445202350616455,-1.572228541597724,-0.02,-0.02,1,2021-01-05 03:42:48
52,1.7445202320814133,-1.7722285445779562,-0.02,-0.02,1,2021-01-05 03:44:33
53,1.9445202350616455,-1.572228541597724,-0.00343663523164253,-0.0011455450772141767,3,2021-01-05 03:46:07
54,1.7445202320814133,-1.3722285386174917,0.5817067601470604,0.19390225338235345,3,2021-01-05 03:48:10
55,1.544520229101181,-1.1722285356372595,-0.7444029020775585,-0.14888058041551172,5,2021-01-05 03:49:16
56,1.7445202320814133,-1.3722285386174917,-0.02,-0.02,1,2021-01-05 03:50:28
57,1.8862591534852982,-1.1722285356372595,-0.008675401099028587,-0.0028918003663428622,3,2021-01-05 03:51:22
58,1.686259150505066,-1.2154797818511724,-0.10199347737831709,-0.016998912896386182,6,2021-01-05 03:52:59
59,1.8862591534852982,-1.4154797848314047,-0.02,-0.02,1,2021-01-05 03:54:47
60,1.686259150505066,-1.574202200397849,0.1826434074478273,0.03652868148956546,5,2021-01-05 03:58:06
61,1.4862591475248337,-1.5264161359518766,0.5027533940330382,0.07182191343329117,7,2021-01-05 03:59:15
62,1.686259150505066,-1.3264161329716444,-0.02,-0.02,1,2021-01-05 04:00:15
