entry_threshold,exit_threshold,initial_entry,initial_exit,time_window,trade_count,mean_reward,win_rate,avg_return,avg_holding
0.4997773146610297,-0.20061257394864562,0.5,-0.2,2021-01-05 00:10:54.694000 - 2021-01-05 00:15:38.555000,1,-0.003348652576457234,0.0,0.0,1.0
0.499584210535123,-0.20355706912342844,0.5,-0.2,2021-01-05 00:15:38.780000 - 2021-01-05 00:22:53.003000,0,0.0,0.0,0.0,0.0
0.5012172756528214,-0.20870602375213218,0.5,-0.2,2021-01-05 00:22:53.234000 - 2021-01-05 00:32:16.087000,0,0.0,0.0,0.0,0.0
